economy,time,Country,Time,DT.DOD.DECT.GN.ZS,FP.CPI.TOTL.ZG,GC.DOD.TOTL.GD.ZS,NY.GDP.MKTP.KD.ZG,NY.GDP.PCAP.KD,SI.POV.GINI,SL.UEM.TOTL.ZS
PRI,YR1996,Puerto Rico (US),1996,,,,2.31370752929453,22193.5791326619,,13.64
PRI,YR1995,Puerto Rico (US),1995,,,,4.54898802663489,21936.4179114827,,13.93
PRI,YR1994,Puerto Rico (US),1994,,,,4.18595858478139,21176.6701749814,,14.6
PRI,YR1993,Puerto Rico (US),1993,,,,4.64452705678092,20515.5207259978,,16.91
PRI,YR1992,Puerto Rico (US),1992,,,,4.56405181441349,19770.7684693589,,16.93
PRI,YR1991,Puerto Rico (US),1991,,,,2.30439118770069,19030.2415359969,,16.18
PRI,YR1990,Puerto Rico (US),1990,,,,-2.84054072711358,18733.6452536405,,
PRI,YR1989,Puerto Rico (US),1989,,,,4.33495239845647,19453.7669223263,,
PRI,YR1988,Puerto Rico (US),1988,,,,5.88837273658802,18815.9165317687,,
PRI,YR1987,Puerto Rico (US),1987,,,,5.76899890364437,17935.0349328595,,
PRI,YR1986,Puerto Rico (US),1986,,,,4.9773674499896,17117.4157619962,,
PRI,YR1985,Puerto Rico (US),1985,,,,3.09744264466305,16463.0021217712,,
PRI,YR1984,Puerto Rico (US),1984,,,,5.92868652808995,16125.056991684,,
PRI,YR1983,Puerto Rico (US),1983,,,,-2.34197463251273,15374.5117759022,,
PRI,YR1982,Puerto Rico (US),1982,,,,-1.55664320893013,15905.0194229893,,
PRI,YR1981,Puerto Rico (US),1981,,,,1.14794722620853,16330.4184264981,,
PRI,YR1980,Puerto Rico (US),1980,,,,4.24346530474689,16329.153469581,,
